,Unnamed: 0,month,averagePlayers,gain,gainInPercent,peakPlayers,id,name,playingTwelveHoursAgo,twentyFourHourPeek,allTimePeek
0,0,October 2022,118.16,38.6,48.5,437,1291340,Townscaper,54,93,1162
1,1,September 2022,79.56,-5.66,-6.64,384,1291340,Townscaper,54,93,1162
2,2,August 2022,85.22,-8.35,-8.93,169,1291340,Townscaper,54,93,1162
3,3,July 2022,93.58,-8.48,-8.31,208,1291340,Townscaper,54,93,1162
4,4,June 2022,102.05,-61.94,-37.77,213,1291340,Townscaper,54,93,1162
5,5,May 2022,163.99,69.1,72.81,415,1291340,Townscaper,54,93,1162
6,6,April 2022,94.9,-8.15,-7.91,246,1291340,Townscaper,54,93,1162
7,7,March 2022,103.05,-17.25,-14.34,207,1291340,Townscaper,54,93,1162
8,8,February 2022,120.3,-53.64,-30.84,224,1291340,Townscaper,54,93,1162
9,9,January 2022,173.94,-7.07,-3.91,408,1291340,Townscaper,54,93,1162
10,10,December 2021,181.01,57.96,47.1,396,1291340,Townscaper,54,93,1162
11,11,November 2021,123.05,-5.93,-4.6,413,1291340,Townscaper,54,93,1162
12,12,October 2021,128.98,-139.0,-51.87,245,1291340,Townscaper,54,93,1162
13,13,September 2021,267.99,71.69,36.52,714,1291340,Townscaper,54,93,1162
14,14,August 2021,196.3,118.24,151.48,1162,1291340,Townscaper,54,93,1162
15,15,July 2021,78.06,-22.46,-22.34,125,1291340,Townscaper,54,93,1162
16,16,June 2021,100.52,3.97,4.11,183,1291340,Townscaper,54,93,1162
17,17,May 2021,96.54,-16.87,-14.88,255,1291340,Townscaper,54,93,1162
18,18,April 2021,113.42,9.6,9.25,213,1291340,Townscaper,54,93,1162
19,19,March 2021,103.82,-34.85,-25.13,209,1291340,Townscaper,54,93,1162
20,20,February 2021,138.67,-28.91,-17.25,244,1291340,Townscaper,54,93,1162
21,21,January 2021,167.58,61.46,57.93,330,1291340,Townscaper,54,93,1162
22,22,December 2020,106.11,2.66,2.57,204,1291340,Townscaper,54,93,1162
23,23,November 2020,103.45,-16.46,-13.73,208,1291340,Townscaper,54,93,1162
24,24,October 2020,119.9,2.01,1.71,272,1291340,Townscaper,54,93,1162
25,25,September 2020,117.89,-65.54,-35.73,201,1291340,Townscaper,54,93,1162
26,26,August 2020,183.44,-295.68,-61.71,392,1291340,Townscaper,54,93,1162
27,27,July 2020,479.12,,,1077,1291340,Townscaper,54,93,1162
28,0,October 2022,92.35,-13.6,-12.83,172,1289310,Helltaker,63,158,6489
29,1,September 2022,105.94,-36.53,-25.64,191,1289310,Helltaker,63,158,6489
30,2,August 2022,142.47,12.45,9.58,278,1289310,Helltaker,63,158,6489
31,3,July 2022,130.02,-7.63,-5.54,284,1289310,Helltaker,63,158,6489
32,4,June 2022,137.65,1.84,1.35,228,1289310,Helltaker,63,158,6489
33,5,May 2022,135.81,6.8,5.27,239,1289310,Helltaker,63,158,6489
34,6,April 2022,129.01,9.01,7.51,279,1289310,Helltaker,63,158,6489
35,7,March 2022,120.0,-18.82,-13.55,220,1289310,Helltaker,63,158,6489
36,8,February 2022,138.81,-3.72,-2.61,224,1289310,Helltaker,63,158,6489
37,9,January 2022,142.54,20.36,16.66,258,1289310,Helltaker,63,158,6489
38,10,December 2021,122.18,1.41,1.17,225,1289310,Helltaker,63,158,6489
39,11,November 2021,120.76,-14.92,-11.0,214,1289310,Helltaker,63,158,6489
40,12,October 2021,135.68,-1.72,-1.25,266,1289310,Helltaker,63,158,6489
41,13,September 2021,137.4,-36.65,-21.06,231,1289310,Helltaker,63,158,6489
42,14,August 2021,174.05,-20.15,-10.38,331,1289310,Helltaker,63,158,6489
43,15,July 2021,194.21,-105.26,-35.15,295,1289310,Helltaker,63,158,6489
44,16,June 2021,299.46,-547.63,-64.65,608,1289310,Helltaker,63,158,6489
45,17,May 2021,847.09,700.59,478.24,6489,1289310,Helltaker,63,158,6489
46,18,April 2021,146.49,-14.42,-8.96,247,1289310,Helltaker,63,158,6489
47,19,March 2021,160.91,-15.68,-8.88,691,1289310,Helltaker,63,158,6489
48,20,February 2021,176.6,-38.74,-17.99,232,1289310,Helltaker,63,158,6489
49,21,January 2021,215.34,-0.89,-0.41,345,1289310,Helltaker,63,158,6489
50,22,December 2020,216.22,-38.84,-15.23,350,1289310,Helltaker,63,158,6489
51,23,November 2020,255.06,18.83,7.97,6093,1289310,Helltaker,63,158,6489
52,24,October 2020,236.23,-60.54,-20.4,374,1289310,Helltaker,63,158,6489
53,25,September 2020,296.77,-249.09,-45.63,530,1289310,Helltaker,63,158,6489
54,26,August 2020,545.86,-523.66,-48.96,1092,1289310,Helltaker,63,158,6489
55,27,July 2020,1069.53,-688.23,-39.15,1998,1289310,Helltaker,63,158,6489
56,28,June 2020,1757.75,603.16,52.24,2899,1289310,Helltaker,63,158,6489
57,29,May 2020,1154.6,,,3239,1289310,Helltaker,63,158,6489
58,0,October 2022,65.95,11.0,20.12,183,1240210,There Is No Game: Wrong Dimension,80,183,1327
59,1,September 2022,54.91,-60.41,-52.39,109,1240210,There Is No Game: Wrong Dimension,80,183,1327
60,2,August 2022,115.32,29.81,34.86,375,1240210,There Is No Game: Wrong Dimension,80,183,1327
61,3,July 2022,85.51,-10.3,-10.75,195,1240210,There Is No Game: Wrong Dimension,80,183,1327
62,4,June 2022,95.81,23.44,32.39,179,1240210,There Is No Game: Wrong Dimension,80,183,1327
63,5,May 2022,72.37,-11.58,-13.8,139,1240210,There Is No Game: Wrong Dimension,80,183,1327
64,6,April 2022,83.95,-25.87,-23.56,192,1240210,There Is No Game: Wrong Dimension,80,183,1327
65,7,March 2022,109.82,8.21,8.08,287,1240210,There Is No Game: Wrong Dimension,80,183,1327
66,8,February 2022,101.61,-116.77,-53.47,209,1240210,There Is No Game: Wrong Dimension,80,183,1327
67,9,January 2022,218.38,48.78,28.76,712,1240210,There Is No Game: Wrong Dimension,80,183,1327
68,10,December 2021,169.6,95.88,130.07,663,1240210,There Is No Game: Wrong Dimension,80,183,1327
69,11,November 2021,73.72,1.54,2.13,163,1240210,There Is No Game: Wrong Dimension,80,183,1327
70,12,October 2021,72.18,-10.65,-12.86,218,1240210,There Is No Game: Wrong Dimension,80,183,1327
71,13,September 2021,82.83,-178.5,-68.3,154,1240210,There Is No Game: Wrong Dimension,80,183,1327
72,14,August 2021,261.33,184.83,241.63,1327,1240210,There Is No Game: Wrong Dimension,80,183,1327
73,15,July 2021,76.49,-14.4,-15.85,123,1240210,There Is No Game: Wrong Dimension,80,183,1327
74,16,June 2021,90.9,9.26,11.35,192,1240210,There Is No Game: Wrong Dimension,80,183,1327
75,17,May 2021,81.63,-0.72,-0.88,198,1240210,There Is No Game: Wrong Dimension,80,183,1327
76,18,April 2021,82.35,-18.59,-18.42,151,1240210,There Is No Game: Wrong Dimension,80,183,1327
77,19,March 2021,100.94,-16.45,-14.01,186,1240210,There Is No Game: Wrong Dimension,80,183,1327
78,20,February 2021,117.4,-90.24,-43.46,198,1240210,There Is No Game: Wrong Dimension,80,183,1327
79,21,January 2021,207.63,7.48,3.74,627,1240210,There Is No Game: Wrong Dimension,80,183,1327
80,22,December 2020,200.15,47.48,31.1,663,1240210,There Is No Game: Wrong Dimension,80,183,1327
81,23,November 2020,152.68,-74.83,-32.89,317,1240210,There Is No Game: Wrong Dimension,80,183,1327
82,24,October 2020,227.51,95.5,72.34,428,1240210,There Is No Game: Wrong Dimension,80,183,1327
83,25,September 2020,132.01,-274.32,-67.51,328,1240210,There Is No Game: Wrong Dimension,80,183,1327
84,26,August 2020,406.33,,,930,1240210,There Is No Game: Wrong Dimension,80,183,1327
85,0,October 2022,1063.5,-220.6,-17.18,2164,1229490,ULTRAKILL,1444,1633,16093
86,1,September 2022,1284.12,-265.84,-17.15,2694,1229490,ULTRAKILL,1444,1633,16093
87,2,August 2022,1549.96,968.18,166.42,16093,1229490,ULTRAKILL,1444,1633,16093
88,3,July 2022,581.77,199.9,52.35,1062,1229490,ULTRAKILL,1444,1633,16093
89,4,June 2022,381.87,144.76,61.05,972,1229490,ULTRAKILL,1444,1633,16093
90,5,May 2022,237.11,0.88,0.37,451,1229490,ULTRAKILL,1444,1633,16093
91,6,April 2022,236.23,9.13,4.02,470,1229490,ULTRAKILL,1444,1633,16093
92,7,March 2022,227.1,-114.47,-33.51,427,1229490,ULTRAKILL,1444,1633,16093
93,8,February 2022,341.57,43.35,14.54,1845,1229490,ULTRAKILL,1444,1633,16093
94,9,January 2022,298.22,23.1,8.4,636,1229490,ULTRAKILL,1444,1633,16093
95,10,December 2021,275.13,13.37,5.11,723,1229490,ULTRAKILL,1444,1633,16093
96,11,November 2021,261.76,-14.95,-5.4,604,1229490,ULTRAKILL,1444,1633,16093
97,12,October 2021,276.7,-18.18,-6.17,1045,1229490,ULTRAKILL,1444,1633,16093
98,13,September 2021,294.89,-88.0,-22.98,599,1229490,ULTRAKILL,1444,1633,16093
99,14,August 2021,382.88,45.21,13.39,1074,1229490,ULTRAKILL,1444,1633,16093
100,15,July 2021,337.67,91.82,37.35,621,1229490,ULTRAKILL,1444,1633,16093
101,16,June 2021,245.85,136.93,125.72,2039,1229490,ULTRAKILL,1444,1633,16093
102,17,May 2021,108.92,-67.77,-38.36,212,1229490,ULTRAKILL,1444,1633,16093
103,18,April 2021,176.69,87.46,98.01,985,1229490,ULTRAKILL,1444,1633,16093
104,19,March 2021,89.23,-9.56,-9.68,163,1229490,ULTRAKILL,1444,1633,16093
105,20,February 2021,98.79,-16.32,-14.18,240,1229490,ULTRAKILL,1444,1633,16093
106,21,January 2021,115.12,-7.95,-6.46,263,1229490,ULTRAKILL,1444,1633,16093
107,22,December 2020,123.06,57.61,88.02,403,1229490,ULTRAKILL,1444,1633,16093
108,23,November 2020,65.45,-3.36,-4.88,135,1229490,ULTRAKILL,1444,1633,16093
109,24,October 2020,68.81,-125.79,-64.64,137,1229490,ULTRAKILL,1444,1633,16093
110,25,September 2020,194.6,,,712,1229490,ULTRAKILL,1444,1633,16093
111,0,October 2022,1188.48,-123.0,-9.38,2302,1225330,NBA 2K21,613,2255,31311
112,1,September 2022,1311.46,-208.35,-13.71,2642,1225330,NBA 2K21,613,2255,31311
113,2,August 2022,1519.81,-296.82,-16.34,2780,1225330,NBA 2K21,613,2255,31311
114,3,July 2022,1816.63,-240.07,-11.67,3360,1225330,NBA 2K21,613,2255,31311
115,4,June 2022,2056.7,-187.79,-8.37,3741,1225330,NBA 2K21,613,2255,31311
116,5,May 2022,2244.49,-414.19,-15.58,4518,1225330,NBA 2K21,613,2255,31311
117,6,April 2022,2658.68,-80.29,-2.93,4970,1225330,NBA 2K21,613,2255,31311
118,7,March 2022,2738.97,-353.44,-11.43,5327,1225330,NBA 2K21,613,2255,31311
119,8,February 2022,3092.41,-692.42,-18.29,5953,1225330,NBA 2K21,613,2255,31311
120,9,January 2022,3784.83,166.44,4.6,6952,1225330,NBA 2K21,613,2255,31311
121,10,December 2021,3618.38,-384.71,-9.61,7452,1225330,NBA 2K21,613,2255,31311
122,11,November 2021,4003.1,-531.57,-11.72,7983,1225330,NBA 2K21,613,2255,31311
123,12,October 2021,4534.67,-1907.95,-29.61,8797,1225330,NBA 2K21,613,2255,31311
124,13,September 2021,6442.62,-4905.67,-43.23,15133,1225330,NBA 2K21,613,2255,31311
125,14,August 2021,11348.28,-2816.73,-19.89,22243,1225330,NBA 2K21,613,2255,31311
126,15,July 2021,14165.01,-26.62,-0.19,25627,1225330,NBA 2K21,613,2255,31311
127,16,June 2021,14191.63,-1359.82,-8.74,26851,1225330,NBA 2K21,613,2255,31311
128,17,May 2021,15551.45,3641.4,30.57,31311,1225330,NBA 2K21,613,2255,31311
129,18,April 2021,11910.05,-1049.14,-8.1,22291,1225330,NBA 2K21,613,2255,31311
130,19,March 2021,12959.19,-50.38,-0.39,23476,1225330,NBA 2K21,613,2255,31311
131,20,February 2021,13009.57,2567.95,24.59,22954,1225330,NBA 2K21,613,2255,31311
132,21,January 2021,10441.62,1929.64,22.67,17652,1225330,NBA 2K21,613,2255,31311
133,22,December 2020,8511.98,2478.42,41.08,17152,1225330,NBA 2K21,613,2255,31311
134,23,November 2020,6033.57,-725.41,-10.73,14029,1225330,NBA 2K21,613,2255,31311
135,24,October 2020,6758.98,-4498.71,-39.96,12077,1225330,NBA 2K21,613,2255,31311
136,25,September 2020,11257.69,,,20670,1225330,NBA 2K21,613,2255,31311
137,0,October 2022,227.62,-68.2,-23.06,814,1222700,A Way Out,158,402,2124
138,1,September 2022,295.84,-190.85,-39.21,1487,1222700,A Way Out,158,402,2124
139,2,August 2022,486.69,-12.95,-2.59,1602,1222700,A Way Out,158,402,2124
140,3,July 2022,499.64,-180.43,-26.53,1433,1222700,A Way Out,158,402,2124
141,4,June 2022,680.07,342.73,101.6,2124,1222700,A Way Out,158,402,2124
142,5,May 2022,337.33,-119.39,-26.14,1920,1222700,A Way Out,158,402,2124
143,6,April 2022,456.73,-21.04,-4.4,2013,1222700,A Way Out,158,402,2124
144,7,March 2022,477.77,-165.7,-25.75,1837,1222700,A Way Out,158,402,2124
145,8,February 2022,643.47,87.4,15.72,2016,1222700,A Way Out,158,402,2124
146,9,January 2022,556.08,156.76,39.26,1716,1222700,A Way Out,158,402,2124
147,10,December 2021,399.32,118.17,42.03,1318,1222700,A Way Out,158,402,2124
148,11,November 2021,281.15,-195.98,-41.08,1245,1222700,A Way Out,158,402,2124
149,12,October 2021,477.13,312.99,190.69,1860,1222700,A Way Out,158,402,2124
150,13,September 2021,164.13,-270.1,-62.2,362,1222700,A Way Out,158,402,2124
151,14,August 2021,434.23,-65.19,-13.05,1345,1222700,A Way Out,158,402,2124
152,15,July 2021,499.42,163.3,48.58,1821,1222700,A Way Out,158,402,2124
153,16,June 2021,336.12,126.83,60.6,2085,1222700,A Way Out,158,402,2124
154,17,May 2021,209.29,-93.19,-30.81,480,1222700,A Way Out,158,402,2124
155,18,April 2021,302.48,-355.75,-54.05,899,1222700,A Way Out,158,402,2124
156,19,March 2021,658.24,-48.88,-6.91,2043,1222700,A Way Out,158,402,2124
157,20,February 2021,707.11,165.94,30.66,1731,1222700,A Way Out,158,402,2124
158,21,January 2021,541.17,207.08,61.98,2007,1222700,A Way Out,158,402,2124
159,22,December 2020,334.1,-199.52,-37.39,1090,1222700,A Way Out,158,402,2124
160,23,November 2020,533.62,392.53,278.21,1704,1222700,A Way Out,158,402,2124
161,24,October 2020,141.09,-304.04,-68.3,370,1222700,A Way Out,158,402,2124
162,25,September 2020,445.13,273.64,159.57,1644,1222700,A Way Out,158,402,2124
163,26,August 2020,171.49,-37.4,-17.9,2087,1222700,A Way Out,158,402,2124
164,27,July 2020,208.89,-215.12,-50.73,702,1222700,A Way Out,158,402,2124
165,28,June 2020,424.01,,,925,1222700,A Way Out,158,402,2124
166,0,October 2022,419.36,-26.4,-5.93,822,1190460,DEATH STRANDING,349,720,32072
167,1,September 2022,445.79,-31.26,-6.55,871,1190460,DEATH STRANDING,349,720,32072
168,2,August 2022,477.06,-22.35,-4.48,891,1190460,DEATH STRANDING,349,720,32072
169,3,July 2022,499.4,-41.86,-7.73,877,1190460,DEATH STRANDING,349,720,32072
170,4,June 2022,541.26,-51.54,-8.69,987,1190460,DEATH STRANDING,349,720,32072
171,5,May 2022,592.8,-212.83,-26.42,1194,1190460,DEATH STRANDING,349,720,32072
172,6,April 2022,805.63,-233.6,-22.48,1964,1190460,DEATH STRANDING,349,720,32072
173,7,March 2022,1039.23,-693.17,-40.01,2118,1190460,DEATH STRANDING,349,720,32072
174,8,February 2022,1732.4,-682.72,-28.27,3847,1190460,DEATH STRANDING,349,720,32072
175,9,January 2022,2415.13,-1043.68,-30.17,5241,1190460,DEATH STRANDING,349,720,32072
176,10,December 2021,3458.81,100.18,2.98,8464,1190460,DEATH STRANDING,349,720,32072
177,11,November 2021,3358.62,1629.74,94.26,11570,1190460,DEATH STRANDING,349,720,32072
178,12,October 2021,1728.89,-582.75,-25.21,4280,1190460,DEATH STRANDING,349,720,32072
179,13,September 2021,2311.64,913.15,65.29,6213,1190460,DEATH STRANDING,349,720,32072
180,14,August 2021,1398.49,-814.36,-36.8,2859,1190460,DEATH STRANDING,349,720,32072
181,15,July 2021,2212.86,313.84,16.53,4396,1190460,DEATH STRANDING,349,720,32072
182,16,June 2021,1899.02,-1199.36,-38.71,3728,1190460,DEATH STRANDING,349,720,32072
183,17,May 2021,3098.38,1344.34,76.64,8311,1190460,DEATH STRANDING,349,720,32072
184,18,April 2021,1754.03,500.14,39.89,6274,1190460,DEATH STRANDING,349,720,32072
185,19,March 2021,1253.9,-526.39,-29.57,3005,1190460,DEATH STRANDING,349,720,32072
186,20,February 2021,1780.29,-1652.64,-48.14,3321,1190460,DEATH STRANDING,349,720,32072
187,21,January 2021,3432.92,-804.71,-18.99,7979,1190460,DEATH STRANDING,349,720,32072
188,22,December 2020,4237.64,1842.56,76.93,8492,1190460,DEATH STRANDING,349,720,32072
189,23,November 2020,2395.08,620.9,35.0,10338,1190460,DEATH STRANDING,349,720,32072
190,24,October 2020,1774.18,-1580.37,-47.11,3826,1190460,DEATH STRANDING,349,720,32072
191,25,September 2020,3354.55,-1834.38,-35.35,8728,1190460,DEATH STRANDING,349,720,32072
192,26,August 2020,5188.92,-10630.17,-67.2,15274,1190460,DEATH STRANDING,349,720,32072
193,27,July 2020,15819.1,,,32072,1190460,DEATH STRANDING,349,720,32072
194,0,October 2022,1129.48,52.1,4.84,2122,1180380,Stay Out,961,2008,2346
195,1,September 2022,1077.34,180.81,20.17,2346,1180380,Stay Out,961,2008,2346
196,2,August 2022,896.53,-28.76,-3.11,1601,1180380,Stay Out,961,2008,2346
197,3,July 2022,925.29,40.82,4.62,1819,1180380,Stay Out,961,2008,2346
198,4,June 2022,884.46,-90.68,-9.3,1659,1180380,Stay Out,961,2008,2346
199,5,May 2022,975.14,-66.53,-6.39,1886,1180380,Stay Out,961,2008,2346
200,6,April 2022,1041.67,10.63,1.03,2069,1180380,Stay Out,961,2008,2346
201,7,March 2022,1031.04,-69.13,-6.28,2077,1180380,Stay Out,961,2008,2346
202,8,February 2022,1100.17,-61.93,-5.33,2019,1180380,Stay Out,961,2008,2346
203,9,January 2022,1162.1,61.91,5.63,2170,1180380,Stay Out,961,2008,2346
204,10,December 2021,1100.19,-37.32,-3.28,2096,1180380,Stay Out,961,2008,2346
205,11,November 2021,1137.51,136.05,13.59,2143,1180380,Stay Out,961,2008,2346
206,12,October 2021,1001.46,18.4,1.87,1975,1180380,Stay Out,961,2008,2346
207,13,September 2021,983.06,-16.9,-1.69,1950,1180380,Stay Out,961,2008,2346
208,14,August 2021,999.96,85.83,9.39,1801,1180380,Stay Out,961,2008,2346
209,15,July 2021,914.13,-16.84,-1.81,1578,1180380,Stay Out,961,2008,2346
210,16,June 2021,930.97,-45.45,-4.66,1702,1180380,Stay Out,961,2008,2346
211,17,May 2021,976.43,-23.66,-2.37,1899,1180380,Stay Out,961,2008,2346
212,18,April 2021,1000.09,-71.78,-6.7,1928,1180380,Stay Out,961,2008,2346
213,19,March 2021,1071.87,10.98,1.03,2098,1180380,Stay Out,961,2008,2346
214,20,February 2021,1060.89,-29.87,-2.74,1992,1180380,Stay Out,961,2008,2346
215,21,January 2021,1090.76,51.71,4.98,2017,1180380,Stay Out,961,2008,2346
216,22,December 2020,1039.05,-29.78,-2.79,2039,1180380,Stay Out,961,2008,2346
217,23,November 2020,1068.83,94.56,9.71,2003,1180380,Stay Out,961,2008,2346
218,24,October 2020,974.26,92.96,10.55,1896,1180380,Stay Out,961,2008,2346
219,25,September 2020,881.3,-52.3,-5.6,1764,1180380,Stay Out,961,2008,2346
220,26,August 2020,933.6,109.06,13.23,1629,1180380,Stay Out,961,2008,2346
221,27,July 2020,824.54,-82.94,-9.14,1402,1180380,Stay Out,961,2008,2346
222,28,June 2020,907.48,-173.01,-16.01,1627,1180380,Stay Out,961,2008,2346
223,29,May 2020,1080.49,-82.99,-7.13,1903,1180380,Stay Out,961,2008,2346
224,30,April 2020,1163.47,277.76,31.36,1967,1180380,Stay Out,961,2008,2346
225,31,March 2020,885.71,0.44,0.05,1761,1180380,Stay Out,961,2008,2346
226,32,February 2020,885.27,-103.03,-10.43,1517,1180380,Stay Out,961,2008,2346
227,33,January 2020,988.3,88.43,9.83,1838,1180380,Stay Out,961,2008,2346
228,34,December 2019,899.87,,,1808,1180380,Stay Out,961,2008,2346
229,0,October 2022,8.18,1.0,14.21,22,1170880,Grimm's Hollow,16,22,207
230,1,September 2022,7.16,-2.61,-26.69,21,1170880,Grimm's Hollow,16,22,207
231,2,August 2022,9.77,-1.95,-16.61,24,1170880,Grimm's Hollow,16,22,207
232,3,July 2022,11.72,-0.28,-2.34,30,1170880,Grimm's Hollow,16,22,207
233,4,June 2022,12.0,1.07,9.83,28,1170880,Grimm's Hollow,16,22,207
234,5,May 2022,10.93,-1.52,-12.19,29,1170880,Grimm's Hollow,16,22,207
235,6,April 2022,12.44,-0.43,-3.3,34,1170880,Grimm's Hollow,16,22,207
236,7,March 2022,12.87,-5.92,-31.5,35,1170880,Grimm's Hollow,16,22,207
237,8,February 2022,18.79,4.72,33.52,52,1170880,Grimm's Hollow,16,22,207
238,9,January 2022,14.07,-1.36,-8.82,39,1170880,Grimm's Hollow,16,22,207
239,10,December 2021,15.43,-2.87,-15.69,39,1170880,Grimm's Hollow,16,22,207
240,11,November 2021,18.31,-9.16,-33.36,59,1170880,Grimm's Hollow,16,22,207
241,12,October 2021,27.47,1.8,7.02,101,1170880,Grimm's Hollow,16,22,207
242,13,September 2021,25.67,-13.06,-33.72,63,1170880,Grimm's Hollow,16,22,207
243,14,August 2021,38.72,2.8,7.79,117,1170880,Grimm's Hollow,16,22,207
244,15,July 2021,35.92,7.89,28.13,207,1170880,Grimm's Hollow,16,22,207
245,16,June 2021,28.04,0.43,1.56,67,1170880,Grimm's Hollow,16,22,207
246,17,May 2021,27.61,-0.84,-2.95,69,1170880,Grimm's Hollow,16,22,207
247,18,April 2021,28.45,-5.19,-15.43,55,1170880,Grimm's Hollow,16,22,207
248,19,March 2021,33.64,-0.2,-0.59,72,1170880,Grimm's Hollow,16,22,207
249,20,February 2021,33.84,5.35,18.77,84,1170880,Grimm's Hollow,16,22,207
250,21,January 2021,28.49,6.2,27.81,105,1170880,Grimm's Hollow,16,22,207
251,22,December 2020,22.29,-1.92,-7.93,50,1170880,Grimm's Hollow,16,22,207
252,23,November 2020,24.21,-1.23,-4.85,52,1170880,Grimm's Hollow,16,22,207
253,24,October 2020,25.44,0.44,1.78,52,1170880,Grimm's Hollow,16,22,207
254,25,September 2020,25.0,0.69,2.83,54,1170880,Grimm's Hollow,16,22,207
255,26,August 2020,24.31,-2.39,-8.94,47,1170880,Grimm's Hollow,16,22,207
256,27,July 2020,26.7,-3.47,-11.49,55,1170880,Grimm's Hollow,16,22,207
257,28,June 2020,30.16,-3.58,-10.6,67,1170880,Grimm's Hollow,16,22,207
258,29,May 2020,33.74,9.42,38.75,67,1170880,Grimm's Hollow,16,22,207
259,30,April 2020,24.32,6.12,33.62,50,1170880,Grimm's Hollow,16,22,207
260,31,March 2020,18.2,2.8,18.2,42,1170880,Grimm's Hollow,16,22,207
261,32,February 2020,15.4,-6.9,-30.95,41,1170880,Grimm's Hollow,16,22,207
262,33,January 2020,22.3,-12.65,-36.2,50,1170880,Grimm's Hollow,16,22,207
263,34,December 2019,34.95,-3.42,-8.92,81,1170880,Grimm's Hollow,16,22,207
264,35,November 2019,38.37,,,133,1170880,Grimm's Hollow,16,22,207
265,0,October 2022,13697.06,-2558.7,-15.74,25081,1158310,Crusader Kings III,13794,17079,98474
266,1,September 2022,16255.81,3326.07,25.72,34448,1158310,Crusader Kings III,13794,17079,98474
267,2,August 2022,12929.74,-1003.98,-7.21,20830,1158310,Crusader Kings III,13794,17079,98474
268,3,July 2022,13933.71,-956.68,-6.42,21306,1158310,Crusader Kings III,13794,17079,98474
269,4,June 2022,14890.4,2101.64,16.43,26746,1158310,Crusader Kings III,13794,17079,98474
270,5,May 2022,12788.76,-1325.8,-9.39,25124,1158310,Crusader Kings III,13794,17079,98474
271,6,April 2022,14114.56,-2115.74,-13.04,24085,1158310,Crusader Kings III,13794,17079,98474
272,7,March 2022,16230.3,-7953.18,-32.89,26631,1158310,Crusader Kings III,13794,17079,98474
273,8,February 2022,24183.48,11971.54,98.03,63144,1158310,Crusader Kings III,13794,17079,98474
274,9,January 2022,12211.93,1300.85,11.92,19642,1158310,Crusader Kings III,13794,17079,98474
275,10,December 2021,10911.08,793.51,7.84,17459,1158310,Crusader Kings III,13794,17079,98474
276,11,November 2021,10117.57,698.33,7.41,16049,1158310,Crusader Kings III,13794,17079,98474
277,12,October 2021,9419.24,-563.22,-5.64,15630,1158310,Crusader Kings III,13794,17079,98474
278,13,September 2021,9982.46,-1062.04,-9.62,17674,1158310,Crusader Kings III,13794,17079,98474
279,14,August 2021,11044.5,366.55,3.43,17327,1158310,Crusader Kings III,13794,17079,98474
280,15,July 2021,10677.95,-216.9,-1.99,17073,1158310,Crusader Kings III,13794,17079,98474
281,16,June 2021,10894.85,254.38,2.39,17480,1158310,Crusader Kings III,13794,17079,98474
282,17,May 2021,10640.47,-784.22,-6.86,18614,1158310,Crusader Kings III,13794,17079,98474
283,18,April 2021,11424.68,-2401.03,-17.37,19749,1158310,Crusader Kings III,13794,17079,98474
284,19,March 2021,13825.72,3605.45,35.28,36116,1158310,Crusader Kings III,13794,17079,98474
285,20,February 2021,10220.27,-2431.69,-19.22,16415,1158310,Crusader Kings III,13794,17079,98474
286,21,January 2021,12651.96,-63.15,-0.5,22816,1158310,Crusader Kings III,13794,17079,98474
287,22,December 2020,12715.1,-510.27,-3.86,21394,1158310,Crusader Kings III,13794,17079,98474
288,23,November 2020,13225.38,-7556.82,-36.36,24860,1158310,Crusader Kings III,13794,17079,98474
289,24,October 2020,20782.2,-27530.31,-56.98,46009,1158310,Crusader Kings III,13794,17079,98474
290,25,September 2020,48312.51,,,98474,1158310,Crusader Kings III,13794,17079,98474
291,0,October 2022,4519.25,-697.6,-13.37,9361,1145360,Hades,5060,9361,37586
292,1,September 2022,5216.82,-362.49,-6.5,12105,1145360,Hades,5060,9361,37586
293,2,August 2022,5579.32,-612.62,-9.89,13576,1145360,Hades,5060,9361,37586
294,3,July 2022,6191.93,2250.18,57.09,14044,1145360,Hades,5060,9361,37586
295,4,June 2022,3941.76,190.19,5.07,10020,1145360,Hades,5060,9361,37586
296,5,May 2022,3751.57,-856.44,-18.59,6097,1145360,Hades,5060,9361,37586
297,6,April 2022,4608.01,-353.03,-7.12,9267,1145360,Hades,5060,9361,37586
298,7,March 2022,4961.04,-1395.72,-21.96,10310,1145360,Hades,5060,9361,37586
299,8,February 2022,6356.76,-1023.15,-13.86,12076,1145360,Hades,5060,9361,37586
300,9,January 2022,7379.91,1008.87,15.84,12295,1145360,Hades,5060,9361,37586
301,10,December 2021,6371.04,625.82,10.89,11055,1145360,Hades,5060,9361,37586
302,11,November 2021,5745.22,823.73,16.74,12607,1145360,Hades,5060,9361,37586
303,12,October 2021,4921.48,-451.3,-8.4,13666,1145360,Hades,5060,9361,37586
304,13,September 2021,5372.79,-787.9,-12.79,8308,1145360,Hades,5060,9361,37586
305,14,August 2021,6160.69,-2156.0,-25.92,9150,1145360,Hades,5060,9361,37586
306,15,July 2021,8316.69,3020.72,57.04,15468,1145360,Hades,5060,9361,37586
307,16,June 2021,5295.97,431.11,8.86,14563,1145360,Hades,5060,9361,37586
308,17,May 2021,4864.86,-1501.7,-23.59,7582,1145360,Hades,5060,9361,37586
309,18,April 2021,6366.55,-3371.59,-34.62,11114,1145360,Hades,5060,9361,37586
